fcid_code,age,gender,ethnicity,height,bodyweight,intake_bw
103296000,10,2,4,141.3,33.2,0.5444144578
103296000,10,1,4,135.7,28.4,0.2841197183
103296000,10,1,1,141.1,39.8,0.4541346734
103296000,10,2,3,155.9,46.5,0.1590532258
103296000,10,1,3,128.2,28.4,0.5682394366
103296000,10,1,4,149.6,38.9,0.4704496658
103296000,10,1,4,130.8,29.1,0.3992907216
103296000,10,2,3,149.5,61.2,0.1318464052
103296000,10,1,2,145.1,32.8,0.9840243902
103296000,10,1,4,148.5,40.6,0.4451862069
103296000,10,1,3,137.1,32.5,0.5275388062
103296000,10,1,1,143.5,37.1,0.5708763127
103296000,10,2,3,162.2,82.1,0.0566107674
103296000,10,1,3,129.8,38.1,0.2382155171
103296000,10,2,3,153.4,43.0,0.6801979349
103296000,10,2,4,151.3,36.8,0.2192663043
103296000,10,1,3,141.6,33.5,0.3468465672
103296000,10,2,1,148.4,42.4,0.3836581132
103296000,10,2,3,151.2,39.8,0.6812020101
103296000,10,1,1,142.5,43.6,0.3288208716
103296000,10,1,4,141.6,47.4,0.4468251308
103296000,10,2,5,162.7,46.3,0.4458896242
103296000,10,1,5,136.1,33.3,0.9304792793
103296000,10,2,3,136.0,26.7,0.4533146067
103296000,10,2,1,138.2,33.9,0.3309716814
103296000,10,1,3,140.6,38.4,0.3678119167
103296000,10,1,3,144.1,53.9,0.5426439926
103296000,10,2,3,143.4,54.1,0.3914881922
103296000,10,1,1,140.9,41.5,0.2916506024
103296000,10,2,3,134.2,29.1,0.0798581443
103296000,10,2,1,141.0,46.6,0.1947641888
103296000,10,2,3,150.4,40.4,0.4529824752
103296000,10,1,3,147.4,34.0,1.7493592000
103296000,10,2,3,154.6,36.9,0.4373441734
103296000,10,1,4,140.6,33.9,0.5331728614
103296000,10,1,3,140.3,36.2,0.3901651271
103296000,10,1,1,140.8,31.8,0.4441502390
103296000,10,2,3,140.0,26.6,0.0436818045
103296000,10,1,4,141.9,34.7,0.5208806916
103296000,10,2,4,143.8,38.4,0.4706916667
103296000,10,2,3,137.6,30.8,0.5868363636
103296000,10,1,2,136.5,31.7,0.7302317729
103296000,10,1,1,138.0,59.8,0.3022501672
103296000,10,2,4,142.6,46.1,0.3969737961
103296000,10,1,3,126.2,28.4,0.4091323944
103296000,10,2,3,136.5,26.2,0.4619656489
103296000,10,1,1,149.2,38.9,0.4407457892
103296000,10,1,1,143.5,37.1,0.5708763127
103296000,10,2,5,133.9,28.4,0.6036975775
103296000,10,2,1,134.6,28.7,0.2586578397
103296000,10,1,3,142.6,52.9,0.1649644612
103296000,10,1,1,151.1,63.6,0.0730777358
103296000,10,1,3,136.7,28.3,1.2066433922
103296000,10,2,3,141.2,42.1,0.3833254157
103296000,10,1,4,139.1,37.4,0.4832770053
103296000,10,2,3,147.4,53.1,0.2796037665
103296000,10,1,3,140.6,38.4,0.2101302083
103296000,10,2,4,151.5,33.0,0.6259587879
103296000,10,1,3,140.5,35.0,0.1774247143
103296000,10,2,4,144.3,56.3,0.3898344583
103296000,10,2,5,143.6,35.7,0.5062901961
103296000,10,2,4,165.3,104.0,0.2036491462
103296000,10,2,3,135.0,27.0,2.0333880000
103296000,10,1,3,143.6,38.8,0.4418817320
103296000,10,1,1,149.8,63.2,0.2234806582
103296000,10,1,1,159.6,55.6,0.3250820144
103296000,10,2,1,142.5,47.1,0.1713163482
103296000,10,2,4,143.3,35.5,0.2909385915
103296000,10,1,4,122.5,27.1,0.6792531365
103296000,10,2,2,148.7,47.1,0.4496711507
103296000,10,1,4,141.8,51.2,0.0787988281
103296000,10,2,1,144.4,40.1,0.4507371571
103296000,10,2,4,148.5,61.6,0.4401272727
103296000,10,1,4,151.5,59.9,0.1508727880
103296000,10,2,4,140.6,36.1,0.3108016620
103296000,10,1,4,133.6,28.1,0.6432227758
103296000,10,1,1,142.6,47.4,0.4357940928
103296000,10,2,4,155.0,55.3,0.3268455696
103296000,10,2,3,148.0,37.1,1.9419538329
103296000,10,2,3,149.3,45.2,0.7377910398
103296000,10,1,2,143.8,43.6,0.4145541284
103296000,10,1,3,143.9,48.1,0.3623501040
103296000,10,2,4,135.6,32.3,0.5595839009
103296000,10,1,3,140.4,33.3,0.5427795796
103296000,10,1,3,148.6,38.7,0.4003224806
103296000,10,1,5,137.4,29.3,0.1321883959
103296000,10,1,2,146.5,32.0,1.0086250000
103296000,10,1,2,151.1,62.2,0.2594533762
103296000,10,2,4,141.3,33.2,1.0633580964
103296000,10,1,2,136.6,36.4,0.5674901099
103296000,10,2,1,138.2,33.9,0.4412955752
103296000,10,1,3,146.3,57.8,0.1221797370
103296000,10,2,3,151.4,35.1,0.4597720798
103296000,10,2,4,155.8,42.1,0.1763296912
103296000,10,2,4,133.9,42.5,1.4581157647
103296000,10,1,5,127.6,23.4,0.6126747863
103296000,10,1,3,128.2,28.4,0.7457574366
103296000,10,1,1,142.4,42.4,0.4262867925
103296000,10,1,3,137.9,29.5,0.5916352542
103296000,10,1,1,144.9,46.6,0.1246712446
103296000,10,2,1,150.6,61.4,0.2523205212
103296000,10,1,1,140.7,35.7,0.3390336134
103296000,10,1,4,133.6,28.1,0.6512630605
103296000,10,1,2,145.1,32.8,0.6413853659
103296000,10,1,4,134.4,37.5,0.4819882667
103296000,10,1,4,145.0,38.8,0.5458636907
103296000,10,1,3,147.2,64.8,0.6536886173
103296000,10,2,5,143.6,35.7,0.4520448179
103296000,10,1,1,136.9,44.1,0.4098539683
103296000,10,1,1,132.3,30.8,1.0479220779
103296000,10,1,5,150.2,46.6,0.3878660944
103296000,10,1,3,140.3,38.6,1.0667803316
103296000,10,2,4,162.1,40.6,0.4451862069
103296000,11,1,3,139.0,34.5,0.1010379130
103296000,11,2,4,160.4,48.1,0.3757704782
103296000,11,1,1,146.9,38.6,0.4741060104
103296000,11,1,4,166.8,83.2,0.2172423077
103296000,11,2,4,145.3,37.8,0.8518131640
103296000,11,1,4,142.8,42.7,0.4232918033
103296000,11,2,1,145.0,26.1,0.8114755249
103296000,11,2,5,167.6,80.4,0.2248079602
103296000,11,2,3,155.9,54.8,0.1272192701
103296000,11,2,4,161.7,56.9,0.7558834798
103296000,11,2,1,145.0,61.8,0.0870094110
103296000,11,2,4,151.7,39.0,0.4656019897
103296000,11,2,4,165.3,76.5,0.2362687582
103296000,11,1,3,153.9,62.1,0.2946939130
103296000,11,1,1,159.5,57.5,0.3683393252
103296000,11,2,3,138.9,27.9,0.2915251613
103296000,11,2,3,137.6,33.5,0.1471835821
103296000,11,2,1,157.6,47.6,0.3661563025
103296000,11,2,3,152.3,42.1,0.1931960095
103296000,11,2,1,140.2,30.1,0.3860252492
103296000,11,1,4,159.4,45.7,1.1681510722
103296000,11,2,4,161.3,91.9,0.1966763874
103296000,11,1,3,148.9,35.9,0.8147217604
103296000,11,1,3,146.6,38.6,0.6020393782
103296000,11,1,4,147.5,56.8,0.3221917606
103296000,11,1,3,150.5,45.8,0.2536978166
103296000,11,2,4,162.4,49.1,0.2876573849
103296000,11,2,4,152.9,32.0,0.5718903750
103296000,11,2,4,165.3,76.5,0.3692543163
103296000,11,2,2,152.3,38.1,0.4743979003
103296000,11,1,3,153.1,41.9,0.8596662530
103296000,11,1,3,142.5,34.2,0.9437426901
103296000,11,2,4,150.4,36.2,0.9752344972
103296000,11,2,4,145.7,38.4,1.8827666667
103296000,11,1,3,151.9,45.7,2.0967393611
103296000,11,1,3,149.4,37.7,0.3746413156
103296000,11,2,5,167.6,80.4,0.2248079602
103296000,11,2,3,151.0,40.8,0.2966544118
103296000,11,1,3,144.7,35.0,0.8356717486
103296000,11,2,3,150.9,52.3,0.1157739503
103296000,11,1,1,132.7,26.2,0.0566677863
103296000,11,2,1,150.8,53.3,0.3391099437
103296000,11,2,3,141.4,33.5,0.4216112716
103296000,11,1,1,138.6,40.2,0.1734232836
103296000,11,1,3,153.0,56.4,0.1609221844
103296000,11,1,4,149.2,46.8,0.6896581197
103296000,11,1,1,145.7,69.6,0.1391206897
103296000,11,1,5,150.6,45.2,0.3427539823
103296000,11,1,3,149.0,48.1,0.2898800832
103296000,11,1,5,140.5,40.4,0.0862823762
103296000,11,2,2,160.1,53.9,0.3415168831
103296000,11,1,3,147.1,40.2,1.2043283582
103296000,11,2,3,151.0,40.8,1.3372279412
103296000,11,2,2,146.1,43.9,0.4117211845
103296000,11,2,4,164.4,76.8,0.0919529792
103296000,11,1,3,143.2,37.0,0.9541483459
103296000,11,2,1,146.6,38.7,0.5337633075
103296000,11,2,2,154.8,54.5,0.6102827890
103296000,11,1,4,144.4,34.0,1.0632094118
103296000,11,2,4,144.7,42.7,0.4232918033
103296000,11,1,3,142.3,33.9,1.0664643068
103296000,11,1,2,155.0,69.1,0.1307855282
103296000,11,1,3,156.4,41.7,0.3387044988
103296000,11,1,3,147.1,46.1,0.7001301518
103296000,11,1,1,151.4,43.2,0.5379333333
103296000,11,1,1,132.7,26.2,1.3797374046
103296000,11,2,4,155.1,57.1,0.5652539405
103296000,11,2,5,150.6,47.4,0.4468251308
103296000,11,1,3,142.8,49.3,0.8379975659
103296000,11,2,1,146.0,40.6,0.4507510345
103296000,11,2,4,161.3,91.9,0.0548586638
103296000,11,1,4,132.5,34.7,0.2065791066
103296000,11,1,3,163.5,57.8,0.2792041522
103296000,11,1,4,145.9,35.1,0.5149447293
103296000,11,1,1,151.1,56.2,0.4824170819
103296000,11,1,4,142.8,42.7,0.7558782201
103296000,11,2,4,146.0,45.0,0.4016568889
103296000,11,1,2,144.7,52.2,0.3462559387
103296000,11,1,4,147.0,48.4,0.1875208926
103296000,11,2,1,150.7,40.0,0.2904840000
103296000,11,2,4,141.4,29.1,0.3144804124
103296000,11,1,3,154.5,63.8,0.1264733542
103296000,11,1,3,154.2,63.4,0.1909069401
103296000,11,2,3,156.5,45.2,0.4859469027
103296000,11,2,1,157.6,47.6,0.3661563025
103296000,11,2,1,150.7,40.0,0.2904840000
103296000,11,2,3,138.8,30.4,0.5741197368
103296000,11,2,4,156.2,59.1,0.1687526227
103296000,11,1,1,154.2,47.1,0.6852653928
103296000,11,1,4,160.3,75.0,0.1979594667
103296000,11,2,4,150.6,42.5,0.4252837647
103296000,11,2,3,171.5,113.9,0.1859482985
103296000,11,2,1,149.5,67.8,0.2545320796
103296000,11,2,4,161.7,56.9,0.6353096661
103296000,11,1,1,142.9,40.1,0.3575209476
103296000,11,1,3,151.6,35.1,0.4965538462
103296000,11,2,4,144.3,43.6,0.4145541284
103296000,11,1,2,146.8,32.9,0.9810334347
103296000,11,2,1,145.8,50.1,0.7473085828
103296000,11,1,4,150.3,38.4,0.8701071667
103296000,11,1,1,143.1,32.8,0.4306090732
103296000,11,1,3,144.7,35.0,0.4035422171
103296000,11,1,3,150.8,55.1,0.3280319419
103296000,11,2,1,144.2,41.3,0.5128210944
103296000,11,2,4,155.1,57.6,0.4202604167
103296000,11,2,3,147.7,41.7,4.5957308777
103296000,11,2,4,146.6,28.0,0.4007121429
103296000,11,1,4,150.3,39.5,0.9478521519
103296000,11,1,3,148.3,37.7,0.3210477454
103296000,11,2,4,146.1,41.6,0.1455523462
103296000,11,1,1,143.6,34.6,0.7934672139
103296000,11,2,5,148.4,36.5,0.5802605808
103296000,11,2,2,152.6,47.8,0.6752301255
103296000,11,2,1,147.8,42.0,0.3688685714
103296000,11,2,1,152.6,70.0,0.1152714286
103296000,11,2,3,156.1,55.9,1.2240629696
103296000,11,2,2,157.4,66.3,0.0913269623
103296000,11,2,3,147.7,41.7,1.0836067146
103296000,11,2,3,148.9,43.3,0.4174263279
103296000,11,2,1,139.4,40.1,0.3522188928
103296000,11,2,4,152.0,41.4,0.2494763285
103296000,11,2,3,152.5,41.2,0.3916990291
103296000,11,2,2,151.4,40.4,0.2995915842
103296000,11,1,3,156.2,68.8,0.2627116279
103296000,11,2,3,158.3,70.5,0.0572269504
103296000,11,1,4,147.0,48.4,0.5001446281
103296000,11,2,5,147.3,38.2,0.4055623037
103296000,11,2,4,151.0,49.3,0.6546855984
103296000,11,1,4,143.8,28.9,0.6254173010
103296000,11,2,4,151.6,40.1,1.6097755611
103296000,11,1,3,166.5,66.4,0.2722072289
103296000,11,2,4,144.0,55.5,0.2544860829
103296000,11,2,5,151.0,38.7,0.1302716072
103296000,11,1,3,149.4,37.7,0.7758225782
103296000,11,2,3,158.3,63.4,0.2850876972
103296000,11,1,1,151.4,43.2,0.4183925926
103296000,11,1,3,156.8,45.2,0.2570654867
103296000,11,2,4,146.4,38.2,0.2112303665
103296000,11,2,1,153.6,44.0,0.4813525273
103296000,11,2,3,148.6,31.0,0.1734574710
103296000,11,1,3,150.7,48.6,0.3586222222
103296000,11,1,3,147.1,46.1,0.3500650759
103296000,11,2,3,158.1,62.6,0.1933466454
103296000,11,1,3,143.2,37.0,0.7075637838
103296000,11,1,1,146.1,67.9,0.1468818851
103296000,11,1,4,141.1,32.0,0.6455200000
103296000,11,1,3,143.2,38.5,0.6287532468
103296000,11,2,3,136.3,31.1,0.9404665981
103296000,12,1,1,141.0,39.1,0.4622649616
103296000,12,1,3,155.1,52.0,0.3475876923
103296000,12,1,1,147.9,48.4,0.2318169421
103296000,12,2,1,153.5,41.9,0.0093604296
103296000,12,1,1,167.5,69.3,0.4657431457
103296000,12,2,4,156.6,82.1,0.2201529842
103296000,12,2,3,170.7,70.6,0.1142917847
103296000,12,2,3,144.7,26.4,2.4070071515
103296000,12,1,4,144.8,38.4,0.2101302083
103296000,12,1,2,155.2,65.3,0.2372508423
103296000,12,2,2,155.5,65.2,0.1683104294
103296000,12,2,4,160.1,49.5,0.7302852525
103296000,12,2,1,156.3,45.9,0.2636928105
103296000,12,2,4,165.1,58.1,0.4506000000
103296000,12,2,4,154.0,44.3,0.4098979142
103296000,12,2,4,156.5,50.1,0.6442315369
103296000,12,1,1,155.9,46.9,0.3165663113
103296000,12,2,4,150.8,43.6,0.6810532110
103296000,12,1,1,159.1,69.8,0.7658382693
103296000,12,1,1,179.7,99.5,0.4541346734
103296000,12,2,1,159.7,65.9,0.3526361153
103296000,12,2,1,143.6,32.2,0.6577487950
103296000,12,1,4,149.2,50.1,0.3607696607
103296000,12,2,4,149.1,49.2,1.2915648130
103296000,12,2,3,163.1,54.1,0.1670476895
103296000,12,2,5,152.5,39.7,0.4552785894
103296000,12,1,4,137.7,29.2,0.7253257260
103296000,12,1,4,165.6,56.5,0.1071677451
103296000,12,1,1,146.3,34.9,0.6068627851
103296000,12,1,3,160.6,49.2,0.7175505854
103296000,12,1,2,150.0,59.7,0.3547656817
103296000,12,2,3,160.9,58.5,0.2068974359
103296000,12,2,5,164.4,61.6,0.2263511688
103296000,12,1,4,156.5,44.1,0.8197079365
103296000,12,2,4,159.3,51.3,0.4128559688
103296000,12,2,4,154.0,44.3,0.3497173815
103296000,12,1,4,154.4,74.3,0.1407459489
103296000,12,1,3,173.3,77.5,1.0494905806
103296000,12,2,1,151.0,68.6,0.2258379009
103296000,12,1,1,159.1,69.8,0.4190331117
103296000,12,2,4,153.7,63.1,0.1432215531
103296000,12,2,1,173.5,85.2,0.2121427230
103296000,12,2,4,151.9,76.9,0.3525596879
103296000,12,2,1,159.4,80.8,0.1438039604
103296000,12,2,3,144.9,30.6,0.3955392157
103296000,12,1,3,149.8,45.3,0.3989969095
103296000,12,1,4,155.4,45.2,0.3855982301
103296000,12,2,3,150.4,37.2,1.2146881720
103296000,12,1,1,145.6,34.5,0.2694344348
103296000,12,1,1,154.0,58.9,0.3726261460
103296000,12,1,4,158.2,76.2,0.2880272966
103296000,12,2,1,153.5,41.9,0.2888663484
103296000,12,1,1,167.4,56.2,0.6432227758
103296000,12,1,4,149.8,68.2,0.1183137830
103296000,12,2,4,160.5,61.2,0.2953359477
103296000,12,2,4,159.0,46.5,0.6702473118
103296000,12,1,4,154.8,45.4,0.0255933040
103296000,12,2,1,152.9,45.0,0.2008284444
103296000,12,2,1,151.2,51.5,0.1762332272
103296000,12,1,3,145.1,40.0,0.1765497200
103296000,12,2,4,164.8,65.2,2.7721717791
103296000,12,2,1,154.8,59.1,0.2389843926
103296000,12,1,4,168.9,84.9,0.1663601602
103296000,12,1,1,167.5,69.3,0.5402620491
103296000,12,1,3,170.6,43.4,0.5345619539
103296000,12,2,4,154.0,51.5,0.5679322563
103296000,12,1,4,156.6,50.9,0.5326491159
103296000,12,1,4,160.0,55.1,0.3321735027
103296000,12,2,1,152.9,45.0,0.3586222222
103296000,12,1,3,166.8,52.4,0.2854946565
103296000,12,2,4,145.0,49.9,0.3638973467
103296000,12,1,4,132.7,27.1,1.3339158672
103296000,12,1,1,160.6,80.4,0.3853850746
103296000,12,2,1,145.0,33.7,0.4788724036
103296000,12,1,3,162.7,52.7,0.2838694497
103296000,12,1,1,147.2,37.6,0.7210595745
103296000,12,2,4,159.2,63.4,0.2227756719
103296000,12,2,4,162.6,46.5,0.8884576344
103296000,12,2,4,159.3,75.7,0.2417502246
103296000,12,2,3,162.4,61.7,0.2636483630
103296000,12,2,3,149.8,42.5,0.3323288847
103296000,12,2,3,161.6,56.9,0.1588274165
103296000,12,1,4,156.1,40.9,0.4419207824
103296000,12,2,2,146.6,49.0,0.3053044898
103296000,12,2,1,148.6,41.5,0.6532973494
103296000,12,2,1,156.0,49.3,0.3666239351
103296000,12,1,3,141.2,32.0,0.1613800000
103296000,12,1,5,158.9,57.7,0.1728471404
103296000,12,2,1,155.5,43.7,0.2769679634
103296000,12,1,4,163.1,74.6,0.2422863271
103296000,12,1,1,166.4,64.2,0.6435090343
103296000,12,2,1,162.5,46.3,1.1545466782
103296000,12,2,5,151.2,33.8,0.8266375740
103296000,12,1,3,143.4,40.4,0.3994554455
103296000,12,1,3,156.8,52.9,4.4776068053
103296000,12,1,3,142.8,40.8,0.7910784314
103296000,12,1,1,145.6,33.6,1.2295619048
103296000,12,1,3,158.7,59.8,0.2023996656
103296000,12,1,1,155.3,49.8,0.4860843373
103296000,12,1,4,152.3,52.4,0.2309828244
103296000,12,2,3,153.0,70.3,0.2582998236
103296000,12,2,1,161.7,44.4,0.2035423423
103296000,12,1,4,137.7,29.2,0.1726544932
103296000,12,2,1,151.1,38.7,0.1302716072
103296000,12,2,4,158.2,81.6,0.2225303627
103296000,12,2,4,162.4,66.0,0.1375153212
103296000,12,1,4,147.6,40.6,0.2981157635
103296000,12,2,4,154.0,51.5,0.3525917981
103296000,12,1,4,168.9,100.8,0.6304066349
103296000,12,1,2,157.2,66.2,0.2730296073
103296000,12,1,3,153.1,54.0,1.2671318519
103296000,12,2,1,155.3,52.2,0.3478635556
103296000,12,1,2,153.8,46.9,0.3853850746
103296000,12,2,4,167.8,70.4,0.1283704545
103296000,12,1,5,153.1,42.8,0.7541121495
103296000,12,2,3,157.1,49.1,0.2876573849
103296000,12,2,3,157.2,51.7,0.2495731335
103296000,12,1,2,155.2,65.3,0.2471362940
103296000,12,2,4,153.7,63.1,0.2864431062
103296000,12,2,3,161.6,56.9,0.1595081054
103296000,12,1,1,141.0,39.1,0.3962271100
103296000,12,1,4,154.4,74.3,0.8688021534
103296000,12,2,3,149.4,46.3,0.3485529158
103296000,12,1,4,149.2,50.1,0.0463846707
103296000,12,1,1,167.9,61.0,0.5291147541
103296000,12,2,1,163.0,97.4,0.1855704312
103296000,12,2,1,160.7,82.0,0.2204214634
103296000,12,2,4,156.4,45.8,0.2536978166
103296000,12,1,4,144.2,29.5,0.6126969492
103296000,12,1,1,154.4,48.0,0.7354893500
103296000,12,2,3,162.4,61.7,0.4394139384
103296000,12,1,4,161.5,73.0,0.3713950685
103296000,12,2,1,164.8,44.2,0.3195470045
103296000,12,2,1,153.6,50.9,0.4161004165
103296000,12,2,3,159.5,72.1,0.0205921775
103296000,12,1,5,169.9,86.7,0.1042362168
103296000,12,1,3,165.8,86.9,0.0928538550
103296000,12,2,4,151.7,47.3,0.4477697928
103296000,12,2,4,166.3,56.2,0.3675558719
103296000,12,2,5,153.6,72.1,0.1432499307
103296000,12,2,5,152.4,44.0,0.2750795455
103296000,12,1,1,145.9,31.3,0.2887309904
103296000,12,1,3,143.7,31.6,0.5515518987
103296000,12,2,3,152.8,43.7,0.4136054920
103296000,12,1,3,157.0,37.5,0.4819882667
103296000,12,1,1,145.6,33.6,0.6303425952
103296000,12,1,3,153.1,54.0,0.3175002074
103296000,12,2,1,151.2,47.6,1.0171008403
103296000,12,2,4,167.8,70.4,0.2567409091
103296000,13,1,1,157.3,51.6,0.3322676589
103296000,13,2,3,167.6,54.3,0.3423752486
103296000,13,2,1,150.2,41.2,0.2937742718
103296000,13,1,5,153.5,62.3,0.2901213483
103296000,13,2,3,161.7,62.8,0.2660200255
103296000,13,1,1,158.6,47.0,0.2575212766
103296000,13,2,3,163.0,89.1,0.0679570999
103296000,13,1,4,159.8,48.8,0.4340063770
103296000,13,2,4,160.4,62.6,0.3866932907
103296000,13,2,5,155.1,41.8,0.5066868708
103296000,13,1,4,158.9,42.4,0.8525735849
103296000,13,2,5,150.9,67.6,0.2291786982
103296000,13,1,4,171.0,55.5,0.3256677477
103296000,13,1,4,150.1,41.3,0.7815012107
103296000,13,2,4,159.8,84.1,0.3730353389
103296000,13,1,1,166.9,68.2,0.1022231085
103296000,13,1,4,160.6,51.1,0.3537095890
103296000,13,2,1,161.5,115.4,0.1398440208
103296000,13,2,4,157.5,46.5,0.1951830366
103296000,13,2,3,154.1,42.2,0.4283071090
103296000,13,1,1,159.9,61.2,0.1476679739
103296000,13,1,4,175.3,88.3,0.1023474519
103296000,13,1,1,164.5,57.6,0.3137944444
103296000,13,2,3,157.0,49.3,1.4664957404
103296000,13,2,5,159.1,49.7,1.3767629779
103296000,13,1,1,157.0,54.2,0.1071896679
103296000,13,2,4,160.6,49.0,0.6586938776
103296000,13,1,1,159.9,50.8,0.2382578740
103296000,13,2,2,156.0,40.5,0.6694281481
103296000,13,1,3,162.3,46.7,0.4535227238
103296000,13,2,4,172.0,63.7,0.2553705495
103296000,13,1,4,176.3,66.6,0.1211561562
103296000,13,2,4,153.9,46.0,0.6735860870
103296000,13,1,2,164.9,78.8,0.2293725888
103296000,13,2,4,168.4,58.0,0.3116303448
103296000,13,2,4,162.6,42.3,0.4272945626
103296000,13,1,2,173.3,62.2,0.3891800643
103296000,13,2,3,155.9,54.1,0.2765234750
103296000,13,1,4,177.8,63.3,0.1912085308
103296000,13,1,4,156.0,38.4,0.4706916667
103296000,13,1,5,179.3,76.2,0.2371989501
103296000,13,2,4,162.8,47.9,0.6738204593
103296000,13,2,3,158.4,49.6,0.5693850806
103296000,13,2,3,157.6,45.1,0.6357689579
103296000,13,1,4,170.0,73.3,0.4403274216
103296000,13,1,1,149.3,37.5,0.4819882667
103296000,13,1,3,164.2,48.8,0.3576483607
103296000,13,1,5,158.7,42.6,0.3788262911
103296000,13,1,1,156.9,73.1,0.2759575923
103296000,13,2,3,159.9,43.5,0.2374326437
103296000,13,1,4,154.7,42.7,0.3779391101
103296000,13,2,4,155.2,71.6,0.2524379888
103296000,13,1,4,154.9,46.4,0.1001668966
103296000,13,1,1,178.4,63.2,0.4698405063
103296000,13,2,1,151.5,39.8,0.4541346734
103296000,13,1,4,170.5,65.1,0.2776430108
103296000,13,1,5,160.6,66.2,0.2730296073
103296000,13,2,5,163.7,47.3,0.3821260042
103296000,13,2,4,154.6,58.0,0.6232606897
103296000,13,1,4,171.1,60.3,1.7984636816
103296000,13,1,3,186.4,60.0,0.5379333333
103296000,13,2,3,170.7,55.0,0.2567995927
103296000,13,2,4,166.4,55.2,0.1871072464
103296000,13,1,1,178.4,63.2,0.1838506329
103296000,13,2,4,160.4,62.6,1.0311821086
103296000,13,1,4,170.1,57.7,0.5593760832
103296000,13,2,5,150.9,67.6,0.4965538462
103296000,13,2,1,159.3,67.2,0.1210350000
103296000,13,1,4,156.0,43.9,0.4999471526
103296000,13,1,1,164.5,80.4,0.2634267562
103296000,13,2,4,157.6,59.6,0.1516322148
103296000,13,2,3,151.5,49.0,0.5928244898
103296000,13,1,4,165.8,55.3,0.3361840145
103296000,13,1,3,159.6,49.6,0.4164645161
103296000,13,2,3,160.0,48.9,0.1848114519
103296000,13,1,3,172.6,61.3,0.8209582251
103296000,13,1,3,176.3,106.6,0.3705987242
103296000,13,1,2,175.3,82.6,0.1953753027
103296000,13,1,3,162.3,46.7,0.6911349036
103296000,13,2,4,155.8,47.9,0.7546789144
103296000,13,1,4,168.6,106.1,0.3042035815
103296000,13,2,4,145.2,41.7,2.2978654388
103296000,13,2,2,145.5,62.1,0.0811837552
103296000,13,2,3,171.8,57.2,0.1579944056
103296000,13,2,1,160.5,50.1,0.4227447345
103296000,13,2,4,170.2,58.8,0.5489115646
103296000,13,1,2,157.2,52.8,0.1528219697
103296000,13,1,4,168.1,43.9,0.4117211845
103296000,13,2,4,164.1,40.9,0.4419207824
103296000,13,1,3,173.2,60.5,0.2000578512
103296000,13,1,3,171.1,63.3,0.0183560190
103296000,13,1,1,158.3,54.0,0.3347140741
103296000,13,1,3,169.9,64.7,0.2793595054
103296000,13,1,3,161.2,55.1,0.3584920508
103296000,13,2,1,146.7,37.2,0.9717505376
103296000,13,2,4,157.5,58.0,0.3651639862
103296000,13,1,1,159.6,55.1,0.3280319419
103296000,13,2,2,160.1,77.7,0.0573241699
103296000,13,2,1,154.7,42.7,0.4960072881
103296000,13,2,4,150.4,50.2,0.7201019920
103296000,13,2,2,159.3,82.0,0.2204214634
103296000,13,2,1,162.0,52.1,0.1548752399
103296000,13,1,4,154.7,42.7,0.1889695550
103296000,13,2,3,151.1,47.7,0.2886570566
103296000,13,1,3,150.0,53.5,0.6032897196
103296000,13,2,1,155.8,40.1,0.5281673616
103296000,13,1,3,166.9,70.8,0.0759488927
103296000,13,1,4,170.5,65.1,0.2776430108
103296000,13,1,2,172.2,61.8,0.2924686084
103296000,13,1,3,147.2,38.6,0.3846362694
103296000,13,1,4,174.8,59.2,0.2896116757
103296000,13,1,4,180.4,82.6,0.5007078257
103296000,13,1,1,162.9,58.1,0.3110939759
103296000,13,1,4,170.6,73.8,0.4898254743
103296000,13,1,4,146.7,31.8,1.0149685535
103296000,13,2,4,172.0,63.7,0.0844141538
103296000,13,1,1,165.3,95.1,0.1909408791
103296000,13,1,4,174.5,49.0,0.3498981878
103296000,13,1,4,170.0,73.3,0.2465833561
103296000,13,1,3,162.9,46.7,0.1935177730
103296000,13,1,3,172.6,61.3,1.1162336052
103296000,13,2,3,161.1,52.9,0.3416741021
103296000,13,1,4,165.0,76.5,0.2868977778
103296000,13,1,3,159.2,56.2,1.1306937509
103296000,13,2,3,160.3,75.8,0.1197362955
103296000,13,1,3,166.9,49.3,0.3666239351
103296000,13,2,3,142.2,52.3,0.2314244742
103296000,13,1,4,168.0,49.1,0.3786349491
103296000,13,2,3,160.5,57.5,0.2020758261
103296000,13,2,4,159.8,84.1,0.0639379501
103296000,13,2,4,155.2,71.6,0.2524379888
103296000,13,2,1,149.5,43.1,0.4914039722
103296000,13,2,1,155.8,40.1,1.7063620948
103296000,13,1,4,171.3,55.8,0.5241668674
103296000,14,1,1,184.2,73.6,0.3288994565
103296000,14,2,2,157.9,46.0,0.1403304348
103296000,14,2,1,153.8,48.2,0.6068155851
103296000,14,1,3,169.4,56.7,1.2630333122
103296000,14,1,1,158.6,47.7,0.4440149099
103296000,14,2,4,162.2,100.4,0.2057434263
103296000,14,1,4,167.2,53.6,0.2890388060
103296000,14,2,1,152.9,45.3,0.6456624989
103296000,14,2,1,163.3,55.6,0.3250820144
103296000,14,1,4,151.7,40.7,0.4288265356
103296000,14,2,4,162.3,95.2,0.0847584034
103296000,14,2,4,161.3,65.1,1.2493935484
103296000,14,1,4,173.3,71.9,0.7629073713
103296000,14,1,4,169.0,60.9,0.2967908046
