SOURCE,TARGET,WEIGHT
Mental Retardation,Amino Acid Metabolism_ Inborn Errors,0.948897389790982
Mental Retardation,Fibromatosis_ Gingival,0.94304091275916
Mental Retardation,Piebaldism,0.854462986838323
Mental Retardation,Phenylketonurias,0.96891261946833
Mental Retardation,De Lange Syndrome,0.87063308138315
Mental Retardation,Klinefelter Syndrome,0.909357550462186
Mental Retardation,Fragile X Syndrome,0.906021381349912
Mental Retardation,Hallermann's Syndrome,0.921673602724414
Mental Retardation,Down Syndrome,0.839589987462861
Mental Retardation,Hypertelorism,0.845177713276063
Mental Retardation,Skin Abnormalities,0.902061852781011
Mental Retardation,Metabolism_ Inborn Errors,0.880525425382099
Mental Retardation,Mucopolysaccharidosis IV,0.848010037834168
Mental Retardation,Chromosome Aberrations,0.985721705777465
Mental Retardation,Syndactyly,0.900638131683843
Mental Retardation,Craniosynostoses,0.899153302699171
Mental Retardation,Polydactyly,0.857151975914792
Mental Retardation,Xeroderma Pigmentosum,0.939745978836139
Mental Retardation,Hand Deformities_ Congenital,0.865881089423975
Mental Retardation,Stereotypic Movement Disorder,0.837069773732291
Mental Retardation,Homocystinuria,0.808274956189735
Mental Retardation,Anophthalmos,0.894076856601073
Mental Retardation,Ectodermal Dysplasia,0.816113375001895
Mental Retardation,Chromosome Breakage,0.980733844128313
Mental Retardation,Cri-du-Chat Syndrome,0.85834508517485
Mental Retardation,Exostoses_ Multiple Hereditary,0.88643981270336
Mental Retardation,Sebaceous Gland Neoplasms,0.865115803599774
Mental Retardation,Pain Insensitivity_ Congenital,0.83201628076785
Mental Retardation,Wolf-Hirschhorn Syndrome,0.871456556506303
Mental Retardation,Genetic Diseases_ Inborn,0.804610319226322
Mental Retardation,Maple Syrup Urine Disease,0.846794986078079
Optic Atrophy,Glaucoma,0.86247458847167
Optic Atrophy,Retinal Diseases,0.908315089472887
Memory Disorders,Cognition Disorders,0.85723388861917
Mammary Neoplasms_ Experimental,Cardiomegaly,0.813047696798963
Mammary Neoplasms_ Experimental,Liver Cirrhosis_ Experimental,0.908068372260735
Glucose Intolerance,Hyperlipoproteinemias,0.883439385428857
Glucose Intolerance,Hypoalphalipoproteinemias,0.908757460061074
Glucose Intolerance,Dyslipidemias,0.917061324693603
Hyperlipoproteinemias,Hypoalphalipoproteinemias,0.913898489109717
Bone Diseases_ Developmental,Coloboma,0.875183456647509
Bone Diseases_ Developmental,Blepharophimosis,0.813879107316555
Bone Diseases_ Developmental,Nails_ Malformed,0.839198910325803
Bone Diseases_ Developmental,Tooth Abnormalities,0.896930576174502
Bone Diseases_ Developmental,Chromosome Disorders,0.848943501432323
Bone Diseases_ Developmental,Craniofacial Dysostosis,0.928045969460581
Bone Diseases_ Developmental,Microcephaly,0.858181044408158
Bone Diseases_ Developmental,Dwarfism,0.867006914804002
Bone Diseases_ Developmental,Orofaciodigital Syndromes,0.884709337852514
Bone Diseases_ Developmental,Abnormalities_ Multiple,0.913407954277035
Bone Diseases_ Developmental,Amino Acid Metabolism_ Inborn Errors,0.826481406679026
Bone Diseases_ Developmental,Mental Retardation,0.841023352453573
Bone Diseases_ Developmental,Fibromatosis_ Gingival,0.852389857795881
Bone Diseases_ Developmental,Phenylketonurias,0.823840679867931
Bone Diseases_ Developmental,De Lange Syndrome,0.84362028046062
Bone Diseases_ Developmental,Klinefelter Syndrome,0.812613910908885
Bone Diseases_ Developmental,Down Syndrome,0.823454830142489
Bone Diseases_ Developmental,Hypertelorism,0.879398869246104
Bone Diseases_ Developmental,Skin Abnormalities,0.825659407023253
Bone Diseases_ Developmental,Metabolism_ Inborn Errors,0.813397165257484
Bone Diseases_ Developmental,Mucopolysaccharidosis IV,0.813265682126229
Bone Diseases_ Developmental,Chromosome Aberrations,0.869558830794447
Bone Diseases_ Developmental,Syndactyly,0.883315022652615
Bone Diseases_ Developmental,Craniosynostoses,0.821934218483711
Bone Diseases_ Developmental,Polydactyly,0.80133393503184
Bone Diseases_ Developmental,Xeroderma Pigmentosum,0.855253184735313
Bone Diseases_ Developmental,Hand Deformities_ Congenital,0.905032514539536
Bone Diseases_ Developmental,Congenital Hypothyroidism,0.881148942937897
Bone Diseases_ Developmental,Ectodermal Dysplasia,0.831577759545145
Bone Diseases_ Developmental,Chromosome Breakage,0.826939565807371
Bone Diseases_ Developmental,Choanal Atresia,0.803195042717
Bone Diseases_ Developmental,Exostoses_ Multiple Hereditary,0.82544057439397
Bone Diseases_ Developmental,Acrocephalosyndactylia,0.809784172495429
Bone Diseases_ Developmental,Pierre Robin Syndrome,0.855924489747379
Bone Diseases_ Developmental,Craniofacial Abnormalities,0.876902522832649
Bone Diseases_ Developmental,Foot Deformities_ Congenital,0.847263269812773
Bone Diseases_ Developmental,Genetic Diseases_ Inborn,0.838220564181536
Purpura Fulminans,Protein C Deficiency,0.805838981930202
Autistic Disorder,Asperger Syndrome,0.810372670481589
Autistic Disorder,Language Development Disorders,0.809051642514128
Autistic Disorder,Cri-du-Chat Syndrome,0.818390705093496
Leukemia_ Lymphocytic_ Chronic_ B-Cell,Common Variable Immunodeficiency,0.866392431256083
Leukemia_ Lymphocytic_ Chronic_ B-Cell,Autoimmune Lymphoproliferative Syndrome,0.805334719580666
Leukemia_ Lymphocytic_ Chronic_ B-Cell,Myelodysplastic Syndromes,0.865438256226185
Diabetes Insipidus,Diabetes Insipidus_ Nephrogenic,0.982853150319205
Diabetes Insipidus,Diabetes Insipidus_ Neurogenic,0.992193216957576
Hyperbilirubinemia_ Hereditary,Crigler-Najjar Syndrome,0.934222255362693
Hyperbilirubinemia_ Hereditary,Gilbert Disease,0.9855071734567
Fibromatosis_ Gingival,Orofaciodigital Syndromes,0.861448322122952
Piebaldism,Amino Acid Metabolism_ Inborn Errors,0.810514358235201
Piebaldism,Fibromatosis_ Gingival,0.810261496913438
Piebaldism,Craniosynostoses,0.859425608811263
Piebaldism,Xeroderma Pigmentosum,0.807322717636932
Piebaldism,Hand Deformities_ Congenital,0.805164699952939
Piebaldism,Chromosome Breakage,0.86675622758306
Tachycardia,Long QT Syndrome,0.898531385172764
Tachycardia,Arrhythmogenic Right Ventricular Dysplasia,0.889203024495927
Tachycardia,Torsades de Pointes,0.91824472894208
Tachycardia,Death_ Sudden_ Cardiac,0.932146666063712
Tachycardia,Tachycardia_ Ventricular,0.932538621348269
Tachycardia,Ventricular Fibrillation,0.915386906232044
Tachycardia,Brugada Syndrome,0.858436665386403
Drug Eruptions,Candidiasis_ Vulvovaginal,0.861564854872419
Drug Eruptions,Keloid,0.854632177674107
Drug Eruptions,Dermatitis_ Contact,0.856870886604908
Drug Eruptions,Porokeratosis,0.878121416987581
Drug Eruptions,Psoriasis,0.810435751018028
Drug Eruptions,Urticaria,0.915422670288212
Drug Eruptions,Liver Cirrhosis_ Biliary,0.807040195233063
Drug Eruptions,Folliculitis,0.904342722369948
Drug Eruptions,Cholestasis_ Intrahepatic,0.832820131427338
Drug Eruptions,Parapsoriasis,0.814253289903333
Drug Eruptions,Dermatitis_ Atopic,0.886222681806656
Drug Eruptions,Keratosis,0.81232045017661
Dermatitis_ Contact,Candidiasis_ Vulvovaginal,0.821539280986856
Dermatitis_ Contact,Dermatitis_ Allergic Contact,0.946100545849413
Dermatitis_ Contact,Pruritus,0.803778530594269
Dermatitis_ Contact,Keratosis,0.861482284352725
Hypersensitivity,Hypersensitivity_ Immediate,0.860368685168795
Dermatitis,Keloid,0.877277804963403
Dermatitis,Keratosis,0.844957358709942
Atrial Fibrillation,Death_ Sudden_ Cardiac,0.835337664661955
Phenylketonurias,Chromosome Disorders,0.929186622148201
Phenylketonurias,Rubinstein-Taybi Syndrome,0.815822073402179
Phenylketonurias,Orofaciodigital Syndromes,0.837492450746155
Phenylketonurias,Amino Acid Metabolism_ Inborn Errors,0.946358774510684
Phenylketonurias,Klinefelter Syndrome,0.906218228186805
Phenylketonurias,Hypertelorism,0.812128372557421
Phenylketonurias,Syndactyly,0.879202999890991
Phenylketonurias,Polydactyly,0.856875092661091
Phenylketonurias,Hand Deformities_ Congenital,0.837039229028972
Phenylketonurias,Chromosome Breakage,0.950906848777727
Phenylketonurias,Cri-du-Chat Syndrome,0.855332158120938
Phenylketonurias,Exostoses_ Multiple Hereditary,0.864586055219448
Phenylketonurias,Maple Syrup Urine Disease,0.871220299252267
Neovascularization_ Pathologic,Hypertension_ Pulmonary,0.948095252806929
Neovascularization_ Pathologic,Reperfusion Injury,0.911437977222411
Neovascularization_ Pathologic,Polycythemia,0.93251095531062
Pulmonary Emphysema,Pulmonary Fibrosis,0.830210068081436
Hydrops Fetalis,Anemia_ Diamond-Blackfan,0.951221278346848
Headache,Sinus Thrombosis_ Intracranial,0.801584977443638
Ataxia,Hereditary Central Nervous System Demyelinating Diseases,0.852036640879724
Muscular Dystrophy_ Oculopharyngeal,Muscular Dystrophy_ Facioscapulohumeral,0.835684410167304
Endometrial Hyperplasia,Glucose Intolerance,0.884298488893597
Neurodegenerative Diseases,Supranuclear Palsy_ Progressive,0.86632529127947
Neurodegenerative Diseases,Tauopathies,0.938500411648438
Neurodegenerative Diseases,Pick Disease of the Brain,0.810571421332173
Neurodegenerative Diseases,Nerve Degeneration,0.81864119075799
Neurodegenerative Diseases,Multiple System Atrophy,0.865621866904383
Neurodegenerative Diseases,Striatonigral Degeneration,0.85635030614429
Reperfusion Injury,Polycythemia,0.878841340611208
Gout,Hyperlipoproteinemias,0.854737430814166
Gout,Endometrial Hyperplasia,0.821754330594542
Gout,Diabetes Mellitus,0.892317178829351
Gout,Dyslipidemias,0.843672925142729
Growth Disorders,Dwarfism,0.89818442258485
Growth Disorders,Phenylketonurias,0.843541002797027
Growth Disorders,Congenital Abnormalities,0.804961291073873
Diabetes_ Gestational,Persistent Hyperinsulinemia Hypoglycemia of Infancy,0.855493668669613
Muscle Weakness,Myositis_ Inclusion Body,0.809192705670432
Choroid Diseases,Retinal Diseases,0.885455638583738
Polycythemia,Persistent Fetal Circulation Syndrome,0.815129997111302
Cataract,Retinal Detachment,0.857917283655133
Cataract,Myopia,0.835341372335465
Hyperpigmentation,Cafe-au-Lait Spots,0.809888193723934
Hyperpigmentation,Colorectal Neoplasms_ Hereditary Nonpolyposis,0.812926600195519
Hematologic Neoplasms,Neutropenia,0.90496261986312
Prader-Willi Syndrome,Metabolic Diseases,0.805053089760708
Glaucoma,Macular Degeneration,0.822954040450207
Glaucoma,Glaucoma_ Open-Angle,0.862315205621095
Glaucoma,Retinal Diseases,0.960221407698989
Glaucoma,Choroidal Neovascularization,0.811116445343159
Hypertrophy_ Left Ventricular,Diabetic Angiopathies,0.850642703007581
Leukemia_ Myeloid,Leukemia_ Myeloid_ Acute,0.834766627564126
De Lange Syndrome,Tooth Abnormalities,0.850928152079264
De Lange Syndrome,Chromosome Disorders,0.859075591750967
De Lange Syndrome,Dwarfism,0.904443700968553
De Lange Syndrome,Orofaciodigital Syndromes,0.809424305725204
De Lange Syndrome,Abnormalities_ Multiple,0.898236640207593
De Lange Syndrome,Amino Acid Metabolism_ Inborn Errors,0.862853097473249
De Lange Syndrome,Fibromatosis_ Gingival,0.864670991536088
De Lange Syndrome,Phenylketonurias,0.902010649388942
De Lange Syndrome,Klinefelter Syndrome,0.848122098904575
De Lange Syndrome,Down Syndrome,0.815235444047742
De Lange Syndrome,Hypertelorism,0.825460806577473
De Lange Syndrome,Skin Abnormalities,0.807711984961943
De Lange Syndrome,Metabolism_ Inborn Errors,0.820879353618139
De Lange Syndrome,Chromosome Aberrations,0.884080678361724
De Lange Syndrome,Syndactyly,0.801981008033446
De Lange Syndrome,Xeroderma Pigmentosum,0.853523919432869
De Lange Syndrome,Hand Deformities_ Congenital,0.856597572717213
De Lange Syndrome,Chromosome Breakage,0.86910332868297
De Lange Syndrome,Exostoses_ Multiple Hereditary,0.815079536731783
Hyperammonemia,Ornithine Carbamoyltransferase Deficiency Disease,0.814567259079213
Fetal Death,Fetal Growth Retardation,0.883056098078722
Bloom Syndrome,Werner Syndrome,0.913478798350254
Bloom Syndrome,Progeria,0.920805475757919
Cockayne Syndrome,Dyskeratosis Congenita,0.849632404592992
Dyskeratosis Congenita,Werner Syndrome,0.813719486832667
Dyskeratosis Congenita,Progeria,0.865659369649967
Dyskeratosis Congenita,Cutis Laxa,0.85324599651656
Ischemia,Hyperemia,0.823753379062065
Ischemia,Peripheral Vascular Diseases,0.861316402870067
Synovitis,Hypoproteinemia,0.810678903910259
Synovitis,Bone Marrow Diseases,0.91738367518006
Tauopathies,Supranuclear Palsy_ Progressive,0.962613972335527
Tauopathies,Striatonigral Degeneration,0.940952030704309
Kartagener Syndrome,Ciliary Motility Disorders,0.825955407015573
Fibrosarcoma,Melanoma_ Experimental,0.866272401029027
Hemorrhagic Disorders,Thrombasthenia,0.862731101683275
Klinefelter Syndrome,Blepharophimosis,0.832100175064586
Klinefelter Syndrome,Macrocephaly,0.820382198611877
Klinefelter Syndrome,Chromosome Disorders,0.904694213586502
Klinefelter Syndrome,Craniofacial Dysostosis,0.849908669134799
Klinefelter Syndrome,Amino Acid Metabolism_ Inborn Errors,0.879915791749153
Klinefelter Syndrome,Fibromatosis_ Gingival,0.859048838340502
Klinefelter Syndrome,Piebaldism,0.824151934605
Klinefelter Syndrome,Hallermann's Syndrome,0.829999422774331
Klinefelter Syndrome,Chromosome Aberrations,0.906220605867201
Klinefelter Syndrome,Syndactyly,0.83561098018103
Klinefelter Syndrome,Craniosynostoses,0.874851751169539
Klinefelter Syndrome,Polydactyly,0.818262299293247
Klinefelter Syndrome,Xeroderma Pigmentosum,0.850459314126337
Klinefelter Syndrome,Hand Deformities_ Congenital,0.812233440327622
Klinefelter Syndrome,Chromosome Breakage,0.883854767227315
Klinefelter Syndrome,Cri-du-Chat Syndrome,0.855394285801639
Klinefelter Syndrome,Exostoses_ Multiple Hereditary,0.825488128994398
Magnesium Deficiency,Rickets,0.93034195885049
Spasms_ Infantile,Amino Acid Metabolism_ Inborn Errors,0.811901690146921
Fragile X Syndrome,Chromosome Disorders,0.902268183307365
Fragile X Syndrome,Amino Acid Metabolism_ Inborn Errors,0.885827272177242
Fragile X Syndrome,Fibromatosis_ Gingival,0.846053380904944
Fragile X Syndrome,Klinefelter Syndrome,0.914039941286186
Fragile X Syndrome,Polydactyly,0.810315029749992
Fragile X Syndrome,Chromosome Breakage,0.877917468665018
Fragile X Syndrome,Cri-du-Chat Syndrome,0.847288745127824
Fragile X Syndrome,Exostoses_ Multiple Hereditary,0.822970776220424
Hyperglycemia,Hyperlipidemias,0.879177679417909
Hyperglycemia,Obesity,0.866683513826756
Hyperglycemia,Metabolic Diseases,0.89829688839226
Hyperglycemia,Glucose Intolerance,0.91843946668922
Hyperglycemia,Hyperlipoproteinemias,0.84171861177686
Hyperglycemia,Endometrial Hyperplasia,0.825354655543949
Hyperglycemia,Metabolic Syndrome X,0.888138142807521
Hyperglycemia,Endometrial Neoplasms,0.842645167696989
Hyperglycemia,Diabetes Mellitus,0.903200214176937
Hyperglycemia,Hyperinsulinism,0.90692119365557
Hyperglycemia,Insulin Resistance,0.881305535099817
Hyperglycemia,Bardet-Biedl Syndrome,0.800797098446874
Hyperglycemia,Hypertriglyceridemia,0.884034205550219
Hyperglycemia,Dyslipidemias,0.86920682731818
Nephrocalcinosis,Pseudohypoaldosteronism,0.845344082859451
Nephrocalcinosis,Dent Disease,0.957522655349737
Nephrocalcinosis,Nephrolithiasis,0.955793931755068
Coronary Disease,Coronary Stenosis,0.869782385827482
Coronary Disease,Coronary Restenosis,0.877266267647036
Coronary Disease,Myocardial Infarction,0.809235706409661
Neuromuscular Diseases,Muscular Diseases,0.856629857088673
Neuromuscular Diseases,Myositis,0.801193800722718
Neuromuscular Diseases,Muscular Dystrophies,0.877686617329855
Neuromuscular Diseases,Muscular Atrophy,0.854790829329323
Color Vision Defects,Leber Congenital Amaurosis,0.86279833101501
Werner Syndrome,DNA Repair-Deficiency Disorders,0.864891585199542
Arrhythmias_ Cardiac,Sick Sinus Syndrome,0.85781545303771
Arrhythmias_ Cardiac,Long QT Syndrome,0.856831991458932
Arrhythmias_ Cardiac,Arrhythmogenic Right Ventricular Dysplasia,0.831040388448179
Arrhythmias_ Cardiac,Torsades de Pointes,0.88657522458852
Arrhythmias_ Cardiac,Tachycardia,0.954635896913622
Arrhythmias_ Cardiac,Heart Block,0.912102400896939
Arrhythmias_ Cardiac,Death_ Sudden_ Cardiac,0.92424165924866
Arrhythmias_ Cardiac,Tachycardia_ Ventricular,0.888033276518231
Arrhythmias_ Cardiac,Ventricular Fibrillation,0.925349605805861
Arrhythmias_ Cardiac,Brugada Syndrome,0.803406771986121
Arrhythmias_ Cardiac,Bundle-Branch Block,0.953066095884394
Spinocerebellar Ataxias,Myoclonic Epilepsies_ Progressive,0.850783480385334
Retinal Detachment,Vitreoretinopathy_ Proliferative,0.814056761004537
Retinal Detachment,Myopia_ Degenerative,0.839122636984055
Pancreatic Cyst,Pancreatic Diseases,0.844053738963899
Lymphoproliferative Disorders,Immunologic Deficiency Syndromes,0.858918567721254
Hallermann's Syndrome,Fibromatosis_ Gingival,0.860927609336356
Carcinoma_ Non-Small-Cell Lung,Carcinoma_ Small Cell,0.812717441299893
Carcinoma_ Non-Small-Cell Lung,Sarcoma,0.817300198379142
Hypertension,Hypertrophy_ Left Ventricular,0.924357377212685
Hypertension,Diabetes Mellitus_ Type 2,0.94099640769591
Hypertension,Hyperuricemia,0.918647048513818
Hypertension,Diabetic Angiopathies,0.81799865216134
Coronary Aneurysm,Myocardial Infarction,0.818902950770837
Duodenal Ulcer,Stomach Ulcer,0.928333811154242
Anemia_ Hemolytic_ Congenital,Hydrops Fetalis,0.810048835030495
Polycystic Ovary Syndrome,Acne Vulgaris,0.847724667380078
Acquired Immunodeficiency Syndrome,AIDS-Related Opportunistic Infections,0.831405155428919
Glomerulonephritis_ Membranoproliferative,Nephrotic Syndrome,0.985657009706287
Glomerulonephritis_ Membranoproliferative,Lecithin Acyltransferase Deficiency,0.982268540106354
Glomerulonephritis_ Membranoproliferative,Immune Complex Diseases,0.950177411656531
Glomerulonephritis_ Membranoproliferative,Hematuria,0.945331055677797
Leukocytosis,Hereditary Autoinflammatory Diseases,0.805058789066716
Leukocytosis,Neutropenia,0.884805235466965
Leukocytosis,Agranulocytosis,0.86758972729289
Down Syndrome,Tooth Abnormalities,0.809430412716233
Down Syndrome,Chromosome Disorders,0.88124952187738
Down Syndrome,Craniofacial Dysostosis,0.819329795715622
Down Syndrome,Dwarfism,0.825016779545014
Down Syndrome,Abnormalities_ Multiple,0.861211914378697
Down Syndrome,Amino Acid Metabolism_ Inborn Errors,0.831387380846346
Down Syndrome,Autistic Disorder,0.820955115126747
Down Syndrome,Phenylketonurias,0.839867404210559
Down Syndrome,Klinefelter Syndrome,0.868426274709299
Down Syndrome,Fragile X Syndrome,0.848458958091914
Down Syndrome,Skin Abnormalities,0.818095456645982
Down Syndrome,Mucopolysaccharidosis II,0.825060500287671
Down Syndrome,Chromosome Aberrations,0.851691617165165
Down Syndrome,Craniosynostoses,0.869653471869021
Down Syndrome,Polydactyly,0.871983522210858
Down Syndrome,Chromosome Breakage,0.81024354794582
Down Syndrome,Cri-du-Chat Syndrome,0.939508676866362
Down Syndrome,Exostoses_ Multiple Hereditary,0.801252863342482
Down Syndrome,Angelman Syndrome,0.831812326454532
Down Syndrome,Developmental Disabilities,0.861930567529223
Angina_ Unstable,Myocardial Infarction,0.827584427365149
Adrenal Hyperplasia_ Congenital,46_ XY Disorders of Sex Development,0.878911512898601
Adrenal Hyperplasia_ Congenital,Disorders of Sex Development,0.839583541099287
Adrenal Hyperplasia_ Congenital,Adrenocortical Carcinoma,0.804247974984527
Adrenal Hyperplasia_ Congenital,Antley-Bixler Syndrome Phenotype,0.878911512898601
Psoriasis,Eczema,0.81858607752162
Psoriasis,Candidiasis_ Vulvovaginal,0.828553436304632
Psoriasis,Dermatitis_ Allergic Contact,0.810930523874242
Psoriasis,Dermatitis,0.839432989039213
Psoriasis,Urticaria,0.870382409212424
Psoriasis,Folliculitis,0.818796489273433
Psoriasis,Pruritus,0.80270698863829
Psoriasis,Dermatitis_ Atopic,0.846014515080452
Hyperbilirubinemia,Crigler-Najjar Syndrome,0.876450188884267
Hyperbilirubinemia,Gilbert Disease,0.905013342405123
Hyperbilirubinemia,Hyperbilirubinemia_ Hereditary,0.924712089922281
Optic Atrophy_ Hereditary_ Leber,Optic Atrophies_ Hereditary,0.869611806494353
Schizophrenia,Psychoses_ Substance-Induced,0.864437913452883
Schizophrenia,Lewy Body Disease,0.866295677392796
Nephritis_ Interstitial,Nephrotic Syndrome,0.964763317262007
Nephritis_ Interstitial,Immune Complex Diseases,0.895982512058593
Nephritis_ Interstitial,Renal Insufficiency,0.825071824368645
Myeloproliferative Disorders,Hydrops Fetalis,0.829371331559858
Corneal Opacity,Eye Abnormalities,0.851056766658406
Pulmonary Alveolar Proteinosis,Pulmonary Emphysema,0.806102592291482
Pulmonary Alveolar Proteinosis,Pulmonary Fibrosis,0.924196807912752
Hypertelorism,Blepharophimosis,0.84708890377701
Hypertelorism,Orofaciodigital Syndromes,0.845375145189801
Hypertelorism,Fibromatosis_ Gingival,0.867254002561996
Hypertelorism,Wolf-Hirschhorn Syndrome,0.84664636278811
Muscular Dystrophies_ Limb-Girdle,Muscular Dystrophy_ Facioscapulohumeral,0.804992393518073
Cecal Neoplasms,Gastrointestinal Stromal Tumors,0.810458702833463
Heart Block,Long QT Syndrome,0.959126800972755
Heart Block,Arrhythmogenic Right Ventricular Dysplasia,0.936226423253952
Heart Block,Torsades de Pointes,0.944657536750798
Heart Block,Coffin-Lowry Syndrome,0.814218697740724
Heart Block,Death_ Sudden_ Cardiac,0.927804439590122
Heart Block,Tachycardia_ Ventricular,0.968467248334164
Heart Block,Ventricular Fibrillation,0.905658130652599
Mesothelioma,Pneumothorax,0.821470638467304
Mesothelioma,Pleural Diseases,0.815781828685205
Heart Defects_ Congenital,Methemoglobinemia,0.944455363310706
Heart Defects_ Congenital,Tetralogy of Fallot,0.974267486540224
Heart Defects_ Congenital,Transposition of Great Vessels,0.969949741043495
Dystonia,Pantothenate Kinase-Associated Neurodegeneration,0.955743390859123
Dystonia,Dystonic Disorders,0.999155098864542
Dystonia,X-Linked Combined Immunodeficiency Diseases,0.925681962876752
Retinoblastoma,Eye Abnormalities,0.822125893708158
Retinoblastoma,Microphthalmos,0.800701671131214
Hepatitis B,Jaundice_ Chronic Idiopathic,0.913896023058568
Hepatitis B,Hepatitis,0.921562386244042
Hepatitis B,Liver Diseases,0.889681810594176
Hepatitis B,Hepatitis B_ Chronic,0.837128909865523
Hepatitis B,Drug-Induced Liver Injury,0.903305296848883
Metabolic Syndrome X,Hyperlipidemias,0.938612067332828
Metabolic Syndrome X,Obesity,0.988339130131947
Metabolic Syndrome X,Metabolic Diseases,0.945610908830944
Metabolic Syndrome X,Glucose Intolerance,0.956779735640345
Metabolic Syndrome X,Hyperlipoproteinemias,0.915064638664619
Metabolic Syndrome X,Endometrial Hyperplasia,0.920850803533051
Metabolic Syndrome X,Gout,0.875261268662888
Metabolic Syndrome X,Endometrial Neoplasms,0.939526973253266
Metabolic Syndrome X,Diabetes Mellitus,0.983375195373823
Metabolic Syndrome X,Lipid Metabolism Disorders,0.891034156788581
Metabolic Syndrome X,Hyperinsulinism,0.981848893162669
Metabolic Syndrome X,Hyperlipoproteinemia Type IV,0.890129094058825
Metabolic Syndrome X,Hypothalamic Diseases,0.835842321837731
Metabolic Syndrome X,Bardet-Biedl Syndrome,0.917385767922251
Metabolic Syndrome X,Hypertriglyceridemia,0.97735934266059
Metabolic Syndrome X,Hyperlipidemia_ Familial Combined,0.976758328815294
Metabolic Syndrome X,Hypoalphalipoproteinemias,0.974190145435587
Metabolic Syndrome X,Dyslipidemias,0.954895427386946
Urticaria,Dermatitis_ Allergic Contact,0.902264859564773
Urticaria,Dermatitis_ Contact,0.825537393015503
Urticaria,Cholestasis_ Intrahepatic,0.885922203622069
Urticaria,Pruritus,0.957857865820372
Urticaria,Vulvar Neoplasms,0.878720345095752
Urticaria,Parapsoriasis,0.82137228706272
Urticaria,Dermatitis_ Atopic,0.966752645682194
Urticaria,Keratosis,0.855138975347729
Urinary Tract Infections,Vesico-Ureteral Reflux,0.876426411977898
Urinary Tract Infections,Spina Bifida Cystica,0.834576190630949
Urinary Tract Infections,Urinary Bladder Neoplasms,0.836070016879105
Pseudohypoparathyroidism,Pseudopseudohypoparathyroidism,0.994824191284266
Vascular Diseases,Peripheral Vascular Diseases,0.874538352418096
Vascular Diseases,Ischemia,0.852052562486137
Epilepsy,Classical Lissencephalies and Subcortical Band Heterotopias,0.893475535144176
Epilepsy,Incontinentia Pigmenti,0.881960027645886
Epilepsy,Epilepsy_ Absence,0.860794464561357
Epilepsy,Epilepsy_ Generalized,0.958259446738597
Epilepsy,Epilepsies_ Partial,0.924598487745196
Epilepsy,Seizures,0.850404793801129
Epilepsy,Seizures_ Febrile,0.852826308649176
Epilepsy,Malformations of Cortical Development,0.815314269933324
Parkinsonian Disorders,Niemann-Pick Disease_ Type C,0.844569628736935
Parkinsonian Disorders,Parkinson Disease_ Secondary,0.806785477967301
Parkinsonian Disorders,Multiple System Atrophy,0.80176332848523
Parkinsonian Disorders,Striatonigral Degeneration,0.869173911079562
Cerebral Infarction,Stroke,0.931630863138924
Liver Cirrhosis_ Biliary,Keloid,0.827791886543805
Hypocalcemia,Hypoparathyroidism,0.96377632065026
Dystonic Disorders,Pantothenate Kinase-Associated Neurodegeneration,0.955504016199379
Dystonic Disorders,X-Linked Combined Immunodeficiency Diseases,0.925590252013864
Pregnancy Complications,Abortion_ Spontaneous,0.826689418566295
Osteogenesis Imperfecta,Mandibulofacial Dysostosis,0.808577563091471
Depressive Disorder,Depressive Disorder_ Major,0.863488245845564
Scoliosis,Kyphosis,0.863602880186854
Endometrial Neoplasms,Metabolic Diseases,0.920748612166527
Endometrial Neoplasms,Glucose Intolerance,0.895448531838807
Endometrial Neoplasms,Hyperlipoproteinemias,0.889676072977812
Endometrial Neoplasms,Endometrial Hyperplasia,0.915490265019651
Endometrial Neoplasms,Gout,0.857643495928345
Endometrial Neoplasms,Diabetes Mellitus,0.920266744217754
Endometrial Neoplasms,Lipid Metabolism Disorders,0.846076544554654
Endometrial Neoplasms,Hypothalamic Diseases,0.804993088999164
Endometrial Neoplasms,Bardet-Biedl Syndrome,0.894381678076165
Endometrial Neoplasms,Dyslipidemias,0.901052885587927
Job's Syndrome,Immunologic Deficiency Syndromes,0.941769758761186
Job's Syndrome,Lymphoproliferative Disorders,0.847973177294038
Skin Abnormalities,Blepharophimosis,0.837184377642695
Skin Abnormalities,Chromosome Disorders,0.88879894033076
Skin Abnormalities,Craniofacial Dysostosis,0.833431022578931
Skin Abnormalities,Dwarfism,0.84811627362029
Skin Abnormalities,Amino Acid Metabolism_ Inborn Errors,0.865414681014705
Skin Abnormalities,Fibromatosis_ Gingival,0.844073151841225
Skin Abnormalities,Phenylketonurias,0.87251826407711
Skin Abnormalities,Klinefelter Syndrome,0.837058419695129
Skin Abnormalities,Fragile X Syndrome,0.828063471294787
Skin Abnormalities,Hallermann's Syndrome,0.8262230200188
Skin Abnormalities,Metabolism_ Inborn Errors,0.824729790238066
Skin Abnormalities,Chromosome Aberrations,0.90071632404329
Skin Abnormalities,Syndactyly,0.832450077848852
Skin Abnormalities,Craniosynostoses,0.825196006632812
Skin Abnormalities,Polydactyly,0.815688351094779
Skin Abnormalities,Xeroderma Pigmentosum,0.857016563396099
Skin Abnormalities,Chromosome Breakage,0.883924825252162
Skin Abnormalities,Cri-du-Chat Syndrome,0.816054180179228
Skin Abnormalities,Exostoses_ Multiple Hereditary,0.811669772209015
